data,sample,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,za,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,max_dist,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.00,0.00,0.0,0.41943428443911984,0.41428976690809727,0.4245788019701335,1065085,0.008840506853032178,8917,5223,96366,1106709,1,6,1,3694,54742,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.75,0.75,0.75,0.014769021271516483,0.0001243037465284392,0.029413738796504173,2345842,0.014769021271516483,8917,8917,96366,2441787,1,6,1,0,421,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.25,0.25,0.25,0.021294162738335978,0.006280134344005529,0.03630819113266626,2483729,0.01522039631507903,8917,8862,96366,2575115,1,24,1,55,4980,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.00,0.00,0.0,0.08273958563171574,0.07274635845516647,0.09273281280826294,1933065,0.010861712528014699,8917,8269,96366,2011822,1,16,1,648,17609,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.50,0.50,0.5,0.013840650018464089,6.942270705318985e-06,0.027674357766222787,2172227,0.013840650018464089,8917,8917,96366,2266700,1,25,1,0,1893,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.25,0.25,0.25,0.004767958538844794,0.0003762063028548665,0.009159710774834703,728094,0.004433020637915472,8917,8914,96366,820165,1,5,1,3,4295,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.75,0.75,0.75,0.01588783940370217,0.0001376223419576679,0.03163805646544646,2547929,0.01588783940370217,8917,8917,96366,2644137,1,15,1,0,158,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,,0.39099817397197717,0.3661584821801654,0.41583786576380094,5075961,0.039196900242323744,8917,5652,96366,5119088,1,22,1,3265,53239,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.50,0.50,0.5,0.00460454364393124,0.00015902767663239923,0.00905005961123006,731434,0.004492904791019781,8917,8916,96366,824142,1,5,1,1,3658,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0.00,0.00,0.0,0.2600115470914788,0.24807635589747262,0.2719467382854881,1896396,0.015889477037025188,8917,6705,96366,1972080,1,5,1,2212,20682,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,,0.3964620641972971,0.3711119322428562,0.4218121961517609,5247036,0.04035533809044539,8917,5608,96366,5291062,1,19,1,3309,52340,0
