anonymized_anonymity,num_anonymized_edges,num_removed_edges,data,calgo,min_k,num_raw_edges,alpha_adm,anonymized_attribute_anonymity,anonymized_degree_anonymity,handler_str,enforcer,enforcer_str,gen,gen_str,num_anonymized_fake_entities,max_k,sample,max_dist,range_k,za,info_loss_args_str,info_loss,alpha_dm,num_fake_edges,num_anonymized_entities,calgo_str,gen_n,adm,dm,am,radm,num_raw_entities,removed_entities
1,1964393,19238,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1887265,6677,hdbscan#min,1,0.2630756058716365,0.2512870476256994,0.2748641641175748,0.015870459496866707,8917,2240
1,1966616,19413,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1889663,6677,hdbscan#mean,1,0.2631409859465699,0.2512762097601577,0.2750057621329816,0.01595534545239997,8917,2240
1,1972080,20682,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1896396,6705,hdbscan#min,2,0.2600115470914788,0.24807635589747262,0.2719467382854881,0.015889477037025188,8917,2212
1,1980381,17592,yago,km,5,96366,0.5,6,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1901607,8311,km#max,1,0.07798884608149388,0.06804062452063346,0.08793706764235408,0.010763172447910403,8917,606
1,1989920,20689,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1914243,6705,hdbscan#mean,2,0.26020600873111704,0.2480736990955029,0.2723383183667316,0.016147509344698333,8917,2212
1,2000137,19856,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1923627,6665,hdbscan#mean,0,0.2647460808685021,0.25259163800475054,0.27690052373225044,0.0163243152031792,8917,2252
1,2003362,20080,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1927076,6665,hdbscan#min,0,0.2647529166523191,0.2525735277333501,0.27693230557128895,0.016329367314597085,8917,2252
1,2011822,17609,yago,km,5,96366,0.5,16,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1933065,8269,km#max,2,0.08273958563171574,0.07274635845516647,0.09273281280826294,0.010861712528014699,8917,648
1,2026320,16711,yago,km,5,96366,0.5,5,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,1946665,8387,km#max,0,0.06969914316441932,0.05950692943630671,0.07989135689253153,0.010912954976064917,8917,530
1,2127863,341,yago,km,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2031838,8917,km#min,0,0.012043511534223875,0.00011212333135071634,0.02397489973709708,0.012043511534223875,8917,0
1,2241585,1893,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2147112,8917,hdbscan#max,1,0.01379929279816078,6.8353697977190355e-06,0.027591750226523826,0.01379929279816078,8917,0
1,2243203,1884,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,2148721,8917,hdbscan#max,2,0.013350005719225785,9.133739311119176e-06,0.02669087769914039,0.013350005719225785,8917,0
1,2254715,1887,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2160236,8917,hdbscan#max,2,0.013765971976897749,9.240640218719264e-06,0.02752270331357673,0.013765971976897749,8917,0
1,2259934,1875,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2165443,8917,hdbscan#max,0,0.01391099837153259,1.1900586331354775e-05,0.027810096156733907,0.01391099837153259,8917,0
1,2263820,1712,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2169166,8917,hdbscan#max,1,0.013849601484677607,2.6203298939370196e-05,0.02767299967041585,0.013849601484677607,8917,0
1,2263999,831,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2168464,8917,hdbscan#max,2,0.013761444159811257,8.570623059614702e-05,0.027437182089026235,0.013761444159811257,8917,0
1,2266700,1893,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2172227,8917,hdbscan#max,2,0.013840650018464089,6.942270705318985e-06,0.027674357766222787,0.013840650018464089,8917,0
1,2267390,1822,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2172846,8917,hdbscan#max,0,0.013861973961767844,1.6585361399708887e-05,0.027707362562136052,0.013861973961767844,8917,0
1,2268472,1833,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2173939,8917,hdbscan#max,0,0.013912037565308325,1.6818028080956387e-05,0.02780725710253583,0.013912037565308325,8917,0
1,2273261,1862,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2178757,8917,hdbscan#max,0,0.013921742113800203,1.2035784538025284e-05,0.027831448443062314,0.013921742113800203,8917,0
1,2278747,1889,yago,hdbscan,5,96366,0.5,12,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2184270,8917,hdbscan#max,1,0.01389494593507772,8.410586112648566e-06,0.027781481284042706,0.01389494593507772,8917,0
1,2294185,1679,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2199498,8917,hdbscan#max,2,0.014065657467750629,2.9275127960699948e-05,0.028102039807540675,0.014065657467750629,8917,0
1,2296557,1825,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,2202016,8917,hdbscan#max,0,0.013752884306035692,2.0650740032850883e-05,0.027485117872038636,0.013752884306035692,8917,0
1,2305267,1404,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2210305,8917,hdbscan#mean,0,0.013930220555511545,4.4954975790150664e-05,0.02781548613523296,0.013930220555511545,8917,0
1,2306158,1278,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2211070,8917,hdbscan#max,1,0.014138086028400642,5.3220931263104556e-05,0.028222951125538107,0.014138086028400642,8917,0
1,2310327,1892,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2215853,8917,hdbscan#min,2,0.01389013154498976,8.331982504119134e-06,0.02777193110747548,0.01389013154498976,8917,0
1,2323968,1528,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2229130,8917,hdbscan#min,0,0.013911326982176231,3.737444378357276e-05,0.027785279520568775,0.013911326982176231,8917,0
1,2324257,1776,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2229667,8917,hdbscan#mean,2,0.013999751608561296,1.84309741279798e-05,0.02798107224299455,0.013999751608561296,8917,0
1,2330180,1088,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2234902,8917,hdbscan#mean,0,0.01400910535190765,6.432290493180173e-05,0.027953887798883633,0.01400910535190765,8917,0
1,2331719,627,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2235980,8917,hdbscan#min,0,0.014005986259642772,8.885351908166494e-05,0.027923119000203753,0.014005986259642772,8917,0
1,2335410,1767,yago,hdbscan,5,96366,0.5,25,1,n,ms,ms#0.00,zipf,"zipf#5,50,5,2",0,50,-1,0.0,5,2.0,"0.50,0.50",adm,0.5,2240811,8917,hdbscan#max,1,0.013937895259048936,1.5987973974884886e-05,0.027859802544123083,0.013937895259048936,8917,0
1,2339965,1255,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2244854,8917,hdbscan#min,0,0.014063832628923854,5.7320895484000455e-05,0.028070344362363685,0.014063832628923854,8917,0
1,2345839,1353,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2250826,8917,hdbscan#mean,2,0.014046831033276305,5.050439055232884e-05,0.02804315767600024,0.014046831033276305,8917,0
1,2348162,1259,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2253055,8917,hdbscan#min,2,0.014057356344577908,6.285144538013162e-05,0.02805186124377564,0.014057356344577908,8917,0
1,2350402,1304,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2255340,8917,hdbscan#min,2,0.01415695301645256,5.5327507971695334e-05,0.028258578524933374,0.01415695301645256,8917,0
1,2351135,1817,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2256586,8917,hdbscan#mean,1,0.01420927709031425,1.5085604548967389e-05,0.02840346857607942,0.01420927709031425,8917,0
1,2354180,1850,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2259664,8917,hdbscan#min,1,0.014265908257175922,1.3661307162413985e-05,0.028518155207189463,0.014265908257175922,8917,0
1,2360738,1533,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2265905,8917,hdbscan#mean,1,0.014147062280855353,4.146497557144387e-05,0.028252659586139126,0.014147062280855353,8917,0
1,2361887,1789,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2267310,8917,hdbscan#mean,1,0.014249070917240588,2.1153803127439924e-05,0.028476988031353553,0.014249070917240588,8917,0
1,2368413,1022,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2273069,8917,hdbscan#mean,2,0.01421048911141188,7.30416171898873e-05,0.028347936605634092,0.01421048911141188,8917,0
1,2370391,863,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2274888,8917,hdbscan#min,2,0.014226757445612933,8.063786991816968e-05,0.028372877021307415,0.014226757445612933,8917,0
1,2375977,599,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2280210,8917,hdbscan#mean,2,0.014251114101260655,9.542163661038543e-05,0.028406806565910974,0.014251114101260655,8917,0
1,2377056,5360,yago,km,5,96366,0.5,13,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2286050,8912,km#max,0,0.014575698610185291,0.0006468149459391554,0.028504582274431662,0.014022859049414308,8917,5
1,2377380,598,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2281612,8917,hdbscan#mean,0,0.01420718883185136,9.73615736688914e-05,0.028317016090033658,0.01420718883185136,8917,0
1,2384964,5124,yago,km,5,96366,0.5,21,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2293722,8812,km#max,2,0.02579366307059571,0.011863163153334931,0.03972416298785676,0.014185969526350302,8917,105
1,2386032,680,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2290346,8917,hdbscan#min,1,0.01431331582079189,9.542792489906502e-05,0.02853120371668464,0.01431331582079189,8917,0
1,2386720,3743,yago,km,5,96366,0.5,25,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2294097,8916,km#max,0,0.014409839029252384,0.00023453430298577257,0.0285851437555188,0.014299304152668082,8917,1
1,2391665,853,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2296152,8917,hdbscan#mean,1,0.014301305088775773,8.424420347749939e-05,0.028518365974074346,0.014301305088775773,8917,0
1,2392248,1213,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2297095,8917,hdbscan#min,0,0.014441153800701578,5.9103625325448215e-05,0.028823203976077762,0.014441153800701578,8917,0
1,2392661,708,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2297003,8917,hdbscan#mean,0,0.014349454663922507,9.56857447350437e-05,0.02860322358311019,0.014349454663922507,8917,0
1,2394939,678,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2299251,8917,hdbscan#min,1,0.014256438782886034,9.314527610737224e-05,0.02841973228966464,0.014256438782886034,8917,0
1,2396727,654,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2301015,8917,hdbscan#min,1,0.014322666076182766,0.00010098677209426855,0.02854434538027137,0.014322666076182766,8917,0
