num_removed_edges,num_fake_edges,num_raw_edges,sample,calgo_str,gen_str,max_k,alpha_dm,num_anonymized_entities,info_loss,info_loss_args_str,max_dist,num_anonymized_fake_entities,enforcer,num_anonymized_edges,za,anonymized_attribute_anonymity,min_k,anonymized_anonymity,enforcer_str,gen,handler_str,alpha_adm,anonymized_degree_anonymity,range_k,data,calgo,gen_n,adm,dm,am,radm,num_raw_entities,removed_entities
3157,54668,26576,-1,km#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,78087,2.0,1,5,1,ms#0.75,zipf,n,0.5,1,5,email,km,0,0.16294653244085208,0.04036830771515572,0.2855247571665481,0.16294653244085208,1005,0
3170,25623,26576,-1,hdbscan#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,49029,2.0,1,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,1,0.09227193810619955,0.018019355956535726,0.16652452025586334,0.09227193810619955,1005,0
3870,51756,26576,-1,hdbscan#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,74462,2.0,52,5,2,ms#0.75,zipf,n,0.5,2,5,email,hdbscan,2,0.17765744836584602,0.03721492042276192,0.3180999763089313,0.17765744836584602,1005,0
4096,14591,26576,-1,km#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.0,0,ms,37071,2.0,1,5,1,ms#0,zipf,n,0.5,1,5,email,km,0,0.07753669463627122,0.009136407514665473,0.1459369817578769,0.07753669463627122,1005,0
4096,14591,26576,-1,km#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",,0,sr,37071,2.0,1,5,1,sr,zipf,n,0.5,1,5,email,km,0,0.07753669463627122,0.009136407514665473,0.1459369817578769,0.07753669463627122,1005,0
4357,53883,26576,-1,hdbscan#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,76102,2.0,52,5,1,ms#0.75,zipf,n,0.5,1,5,email,hdbscan,2,0.1855720332240718,0.03840300982648956,0.3327410566216527,0.1855720332240718,1005,0
5910,41457,26576,-1,km#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,62123,2.0,1,5,1,ms#0.75,zipf,n,0.5,1,5,email,km,0,0.19457934209549224,0.024979579713373317,0.3641791044776138,0.19457934209549224,1005,0
6227,23964,26576,-1,hdbscan#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,44313,2.0,1,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,1,0.08823915249622527,0.017108487413677865,0.15936981757877225,0.08823915249622527,1005,0
7932,49392,26576,-1,hdbscan#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,68036,2.0,29,5,1,ms#0.75,zipf,n,0.5,1,5,email,hdbscan,0,0.18322470801642077,0.0347981485606792,0.331651267472162,0.18322470801642077,1005,0
7979,46584,26576,-1,hdbscan#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,65181,2.0,52,5,1,ms#0.75,zipf,n,0.5,1,5,email,hdbscan,1,0.17293115092625003,0.032950669537882775,0.3129116323146188,0.17293115092625003,1005,0
8635,6524,26576,-1,hdbscan#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",,0,sr,24465,2.0,1,5,1,sr,zipf,n,0.5,1,5,email,hdbscan,1,0.08155491200712853,0.008549293334323409,0.1545605306799336,0.08155491200712853,1005,0
8635,6524,26576,-1,hdbscan#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",,0,sr,24465,2.0,1,5,1,sr,zipf,n,0.5,1,5,email,hdbscan,1,0.08155491200712853,0.008549293334323409,0.1545605306799336,0.08155491200712853,1005,0
8898,55470,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,73148,2.0,51,5,1,ms#0.75,zipf,n,0.5,1,5,email,hdbscan,0,0.17871859607435456,0.03853171951189321,0.318905472636817,0.17871859607435456,1005,0
9551,59614,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,76639,2.0,51,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,0,0.18623891912152118,0.040779188633944634,0.3316986496090971,0.18623891912152118,1005,0
9716,23461,26576,-1,hdbscan#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,40321,2.0,1,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,0,0.13097766321201373,0.01400460384643944,0.2479507225775874,0.13097766321201373,1005,0
10738,47233,26576,-1,hdbscan#min,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,63071,2.0,54,5,1,ms#0.75,zipf,n,0.5,1,5,email,hdbscan,0,0.1827515584833476,0.03259622286577054,0.33290689410092567,0.1827515584833476,1005,0
12709,37072,26576,-1,km#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,50939,2.0,1,5,1,ms#0.75,zipf,n,0.5,1,5,email,km,1,0.17079693925539338,0.023636048612658073,0.3179578298981301,0.17079693925539338,1005,0
15526,23490,26576,-1,km#mean,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.75,0,ms,34540,2.0,1,5,1,ms#0.75,zipf,n,0.5,1,5,email,km,0,0.17985240817942968,0.014383802381129183,0.3453210139777293,0.17985240817942968,1005,0
17954,45640,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,54262,2.0,29,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,1,0.1707074082324697,0.03146456770872005,0.3099502487562192,0.1707074082324697,1005,0
19692,36648,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.0,0,ms,43532,2.0,51,5,1,ms#0,zipf,n,0.5,1,5,email,hdbscan,0,0.1780728199797031,0.029777480755426754,0.32636815920398093,0.1780728199797031,1005,0
22469,29398,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",0.25,0,ms,33505,2.0,51,5,1,ms#0.25,zipf,n,0.5,1,5,email,hdbscan,2,0.17886618789492417,0.030582411326452192,0.3271499644633978,0.17886618789492417,1005,0
22962,43652,26576,-1,hdbscan#max,"te#5,50,5",50,0.5,1005,adm,"0.50,0.50",,0,sr,47266,,51,5,1,sr,te,n,0.5,1,5,email,hdbscan,0,0.3088739670517353,0.018032226925076035,0.5997157071783994,0.3088739670517353,1005,0
22962,43652,26576,-1,hdbscan#max,"zipf#5,50,5,2",50,0.5,1005,adm,"0.50,0.50",,0,sr,47266,2.0,51,5,1,sr,zipf,n,0.5,1,5,email,hdbscan,1,0.3088739670517353,0.018032226925076035,0.5997157071783994,0.3088739670517353,1005,0
