data,sample,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities,za,max_dist
email,-1,zipf,"2,5,1,2","zipf#2,5,1,2",2,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,0.0003361302938046062,0.0006722605876092124,0.0,680,0.0003361302938046062,1005,1005,26576,27238,1,1,1,0,18,0,2.0,
email,-1,zipf,"2,5,1,2","zipf#2,5,1,2",2,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,sr,sr,,0.00034009059181703253,0.0006801811836340651,0.0,691,0.00034009059181703253,1005,1005,26576,27256,1,1,1,0,11,0,2.0,
email,-1,zipf,"2,5,1,2","zipf#2,5,1,2",2,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,sr,sr,,0.00604652642968524,0.006549342838048555,0.005543710021321954,6862,0.00604652642968524,1005,1005,26576,33328,1,2,1,0,110,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0,0,0.1780728199797031,0.029777480755426754,0.32636815920398093,36648,0.1780728199797031,1005,1005,26576,43532,1,51,1,0,19692,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.25,0.25,0.18623891912152118,0.040779188633944634,0.3316986496090971,59614,0.18623891912152118,1005,1005,26576,76639,1,51,1,0,9551,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.75,0.75,0.17871859607435456,0.03853171951189321,0.318905472636817,55470,0.17871859607435456,1005,1005,26576,73148,1,51,1,0,8898,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,sr,sr,,0.3088739670517353,0.018032226925076035,0.5997157071783994,43652,0.3088739670517353,1005,1005,26576,47266,1,51,1,0,22962,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0,0,0.04587778944651302,0.012959085171159138,0.07879649372186685,16430,0.04587778944651302,1005,1005,26576,42936,1,1,1,0,70,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.25,0.25,0.1323841347632839,0.02316675329818569,0.24160151622838227,33683,0.1323841347632839,1005,1005,26576,59565,1,1,1,0,694,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.18322470801642077,0.0347981485606792,0.331651267472162,49392,0.18322470801642077,1005,1005,26576,68036,1,29,1,0,7932,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,sr,sr,,0.08628895324373158,0.01801737580752952,0.1545605306799336,25015,0.08628895324373158,1005,1005,26576,50915,1,1,1,0,676,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0,0,0.042594560954997626,0.01193633820945026,0.073252783700545,15218,0.042594560954997626,1005,1005,26576,41514,1,1,1,0,280,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0.25,0.25,0.13097766321201373,0.01400460384643944,0.2479507225775874,23461,0.13097766321201373,1005,1005,26576,40321,1,1,1,0,9716,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0.75,0.75,0.1827515584833476,0.03259622286577054,0.33290689410092567,47233,0.1827515584833476,1005,1005,26576,63071,1,54,1,0,10738,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,sr,sr,,0.08628895324373158,0.01801737580752952,0.1545605306799336,25015,0.08628895324373158,1005,1005,26576,50915,1,1,1,0,676,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0,0,0.07753669463627122,0.009136407514665473,0.1459369817578769,14591,0.07753669463627122,1005,1005,26576,37071,1,1,1,0,4096,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0,0,0.04655797063014699,0.012992747704264748,0.08012319355602937,17285,0.04655797063014699,1005,1005,26576,41726,1,1,1,0,2135,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.25,0.25,0.08823915249622527,0.017108487413677865,0.15936981757877225,23964,0.08823915249622527,1005,1005,26576,44313,1,1,1,0,6227,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.17293115092625003,0.032950669537882775,0.3129116323146188,46584,0.17293115092625003,1005,1005,26576,65181,1,52,1,0,7979,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,sr,sr,,0.08155491200712853,0.008549293334323409,0.1545605306799336,6524,0.08155491200712853,1005,1005,26576,24465,1,1,1,0,8635,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0,0,0.03763814191303604,0.0102443008836415,0.06503198294243076,13535,0.03763814191303604,1005,1005,26576,38341,1,1,1,0,1770,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0.25,0.25,0.09227193810619955,0.018019355956535726,0.16652452025586334,25623,0.09227193810619955,1005,1005,26576,49029,1,1,1,0,3170,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,ms,ms#0.75,0.75,0.17899602909404627,0.04121878171332389,0.31677327647476794,55806,0.17899602909404627,1005,1005,26576,79680,1,29,1,0,2702,0,2.0,0.75
