data,sample,anony_mode,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,adm,dm,am,removed_entities,num_raw_entities,is_invalid_anonymity_clusters,num_big_clusters,radm,max_dist,za
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#0.25,0.25,0.031934441037709226,0.02855161830767332,0.02855161830767332,15,5000,0,75,0.028934441037709223,0.25,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#0.50,0.50,0.03027355565904536,0.029646892393526757,0.029646892393526757,1,5000,0,76,0.03007355565904536,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#0.75,0.75,0.02995765389509413,0.02952886757089501,0.02952886757089501,0,5000,0,74,0.02995765389509413,0.75,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#0,0,0.5082500840841686,0.026645711155244035,0.026645711155244035,2473,5000,0,39,0.013650084084168651,0.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#1.00,1.00,0.030046862267393015,0.029631240243363915,0.029631240243363915,0,5000,0,74,0.030046862267393015,1.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.25,0.25,0.01908135605189931,0.014353367910471596,0.014353367910471596,15,5000,0,0,0.01608135605189931,0.25,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.50,0.50,0.017999098584288616,0.016258573132439866,0.016258573132439866,0,5000,0,0,0.017999098584288616,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.75,0.75,0.018179562123582724,0.016462322460829362,0.016462322460829362,0,5000,0,0,0.018179562123582724,0.75,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0,0,0.31990245399586437,0.01175410879578191,0.01175410879578191,1555,5000,0,0,0.008902453995864392,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#0,0,0.5800595889945598,0.001476296704260422,0.001476296704260422,2897,5000,0,340,0.0006595889945597898,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,kp,kp#1.00,1.00,0.0034313269940854114,0.003175067453641441,0.003175067453641441,0,5000,0,770,0.0034313269940854114,1.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.25,0.25,0.004221061810013841,0.0010538659381566,0.0010538659381566,15,5000,0,0,0.0012210618100138408,0.25,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.50,0.50,0.001361758104386165,0.001164726451952066,0.001164726451952066,0,5000,0,0,0.001361758104386165,0.5,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.75,0.75,0.001353922100293056,0.0011582854268878178,0.0011582854268878178,0,5000,0,0,0.001353922100293056,0.75,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0,0,0.403506185959344,0.00046553763914769096,0.00046553763914769096,2016,5000,0,0,0.0003061859593440138,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#1.00,1.00,0.0013566789026236937,0.0011616266356757894,0.0011616266356757894,0,5000,0,0,0.0013566789026236937,1.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,0.40653542305123946,0.0014224741195090279,0.0014224741195090279,2016,5000,0,218,0.003335423051239468,,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,kp,kp#0.25,0.25,0.006121456461591582,0.002965173977802844,0.002965173977802844,15,5000,0,763,0.003121456461591582,0.25,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,kp,kp#0.50,0.50,0.003421011980698267,0.0031789755403733868,0.0031789755403733868,0,5000,0,760,0.003421011980698267,0.5,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,kp,kp#0.75,0.75,0.003414449726016313,0.0031724284890048008,0.0031724284890048008,0,5000,0,769,0.003414449726016313,0.75,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,kp,kp#1.00,1.00,0.003423423433461882,0.0031786979758482658,0.0031786979758482658,0,5000,0,771,0.003423423433461882,1.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.25,0.25,0.00122878603128813,0.0010660319659810962,0.0010660319659810962,0,5000,0,0,0.00122878603128813,0.25,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.50,0.50,0.0012240253328652919,0.0010625609206874921,0.0010625609206874921,0,5000,0,0,0.0012240253328652919,0.5,
