info_loss_args_str,anony_mode,min_k,za,gen,enforcer_str,sample,handler_str,alpha_dm,enforcer,calgo,max_k,data,gen_str,alpha_adm,max_dist,calgo_str,info_loss,range_k,gen_n,adm,dm,am,removed_entities,num_raw_entities,is_invalid_anonymity_clusters,num_big_clusters,radm
"0.50,0.50",anony,2,,te,kp#0.50,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.5,km#max,adm,1,0.0,0.01851159978359801,0.013657801677885077,0.013657801677885077,4.0,1005.0,0.0,165.0,0.014531500281110447
"0.50,0.50",anony,2,,te,kp#0.50,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.5,km#mean,adm,1,0.0,0.02735826906689012,0.019419280074460067,0.019419280074460067,7.0,1005.0,0.0,181.0,0.020393094937536885
"0.50,0.50",anony,2,,te,kp#0.50,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.5,km#min,adm,1,0.0,0.026768502901271883,0.019340695706367345,0.019340695706367345,7.0,1005.0,0.0,176.0,0.01980332877191865
"0.50,0.50",anony,2,,te,kp#0.50,-1,n,0.5,kp,vac,5,email,"te#2,5,1",0.5,0.5,vac,adm,1,0.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#max,adm,1,0.0,0.011934428780051413,0.011932769216884357,0.011932769216884357,0.0,1005.0,0.0,172.0,0.011934428780051413
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#mean,adm,1,0.0,0.016772286400265908,0.016551391942098283,0.016551391942098283,0.0,1005.0,0.0,160.0,0.016772286400265908
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#min,adm,1,0.0,0.01597007853412398,0.01582863184997861,0.01582863184997861,0.0,1005.0,0.0,161.0,0.01597007853412398
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.75,km#max,adm,1,0.0,0.015400891774248866,0.013411980132019649,0.013411980132019649,1.0,1005.0,0.0,165.0,0.014405866898626975
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.75,km#mean,adm,1,0.0,0.021188266202746026,0.01899176714255732,0.01899176714255732,1.0,1005.0,0.0,181.0,0.020193241327124137
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,0.75,km#min,adm,1,0.0,0.022324659573490026,0.02018028636312219,0.02018028636312219,1.0,1005.0,0.0,179.0,0.02132963469786813
"0.50,0.50",anony,2,,te,kp#0.75,-1,n,0.5,kp,vac,5,email,"te#2,5,1",0.5,0.75,vac,adm,1,0.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#max,adm,1,0.0,0.012500220998773005,0.012538314662515086,0.012538314662515086,0.0,1005.0,0.0,171.0,0.012500220998773005
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#mean,adm,1,0.0,0.015639464369693816,0.015366943544551141,0.015366943544551141,0.0,1005.0,0.0,161.0,0.015639464369693816
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#min,adm,1,0.0,0.015503505924535104,0.015251694072090637,0.015251694072090637,0.0,1005.0,0.0,162.0,0.015503505924535104
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,1.0,km#max,adm,1,0.0,0.015046940139388353,0.01405202221850598,0.01405202221850598,0.0,1005.0,0.0,163.0,0.015046940139388353
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,1.0,km#mean,adm,1,0.0,0.020898740130194767,0.019397244424680774,0.019397244424680774,0.0,1005.0,0.0,181.0,0.020898740130194767
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,km,5,email,"te#2,5,1",0.5,1.0,km#min,adm,1,0.0,0.02171509191780966,0.020521023063552368,0.020521023063552368,0.0,1005.0,0.0,175.0,0.02171509191780966
"0.50,0.50",anony,2,,te,kp#1.00,-1,n,0.5,kp,vac,5,email,"te#2,5,1",0.5,1.0,vac,adm,1,0.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.0,hdbscan#max,adm,1,0.0,0.006551004748821643,0.00481968743654178,0.00481968743654178,0.0,1005.0,0.0,0.0,0.006551004748821643
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.0,hdbscan#mean,adm,1,0.0,0.006848345337986685,0.004449755009066921,0.004449755009066921,0.0,1005.0,0.0,0.0,0.006848345337986685
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.0,hdbscan#min,adm,1,0.0,0.006594956984798822,0.004371718485394896,0.004371718485394896,0.0,1005.0,0.0,0.0,0.006594956984798822
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.0,km#max,adm,1,0.0,0.07292567015667929,0.0012888622023979725,0.0012888622023979725,72.0,1005.0,0.0,0.0,0.0012838791119031713
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.0,km#mean,adm,1,0.0,0.3018398059453974,0.0004672405169917597,0.0004672405169917597,303.0,1005.0,0.0,0.0,0.00034726863196455433
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.0,km#min,adm,1,0.0,0.2998418355981288,0.00045985788357789004,0.00045985788357789004,301.0,1005.0,0.0,0.0,0.00033934803593970326
"0.50,0.50",anony,2,,te,ms#0,-1,n,0.5,ms,vac,5,email,"te#2,5,1",0.5,0.0,vac,adm,1,0.0,0.003779963013645347,0.0025278885598995554,0.0025278885598995554,1.0,1005.0,0.0,0.0,0.002784938138023457
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.25,hdbscan#max,adm,1,0.0,0.006150802490744568,0.00464340061280193,0.00464340061280193,0.0,1005.0,0.0,0.0,0.006150802490744568
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.25,hdbscan#mean,adm,1,0.0,0.0072211791080136,0.004512584634681511,0.004512584634681511,0.0,1005.0,0.0,0.0,0.0072211791080136
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.25,hdbscan#min,adm,1,0.0,0.007027230584815795,0.004537472615830828,0.004537472615830828,0.0,1005.0,0.0,0.0,0.007027230584815795
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.25,km#max,adm,1,0.0,0.011827041056268054,0.002276869186250852,0.002276869186250852,9.0,1005.0,0.0,0.0,0.00287181717567104
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.25,km#mean,adm,1,0.0,0.02349506907537649,0.0031919459041286928,0.0031919459041286928,20.0,1005.0,0.0,0.0,0.0035945715629386826
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.25,km#min,adm,1,0.0,0.023379972914390375,0.0030115999692773327,0.0030115999692773327,20.0,1005.0,0.0,0.0,0.0034794754019525673
"0.50,0.50",anony,2,,te,ms#0.25,-1,n,0.5,ms,vac,5,email,"te#2,5,1",0.5,0.25,vac,adm,1,0.0,0.003779963013645347,0.0025278885598995554,0.0025278885598995554,1.0,1005.0,0.0,0.0,0.002784938138023457
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.5,hdbscan#max,adm,1,0.0,0.007009621402581973,0.004925037732684885,0.004925037732684885,0.0,1005.0,0.0,0.0,0.007009621402581973
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.5,hdbscan#mean,adm,1,0.0,0.006787172877616183,0.004484591163782419,0.004484591163782419,0.0,1005.0,0.0,0.0,0.006787172877616183
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.5,hdbscan#min,adm,1,0.0,0.0066717231185932525,0.004418089501785604,0.004418089501785604,0.0,1005.0,0.0,0.0,0.0066717231185932525
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.5,km#max,adm,1,0.0,0.004204245298030106,0.0024131963927231013,0.0024131963927231013,1.0,1005.0,0.0,0.0,0.003209220422408216
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.5,km#mean,adm,1,0.0,0.005663509036197829,0.003675131333285512,0.003675131333285512,1.0,1005.0,0.0,0.0,0.004668484160575939
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.5,km#min,adm,1,0.0,0.005665347745989307,0.0036813006450801423,0.0036813006450801423,1.0,1005.0,0.0,0.0,0.0046703228703674155
"0.50,0.50",anony,2,,te,ms#0.50,-1,n,0.5,ms,vac,5,email,"te#2,5,1",0.5,0.5,vac,adm,1,0.0,0.0029284989409738785,0.0025831033765047885,0.0025831033765047885,0.0,1005.0,0.0,0.0,0.0029284989409738785
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#max,adm,1,0.0,0.0078523516037439,0.005212173127285076,0.005212173127285076,0.0,1005.0,0.0,0.0,0.0078523516037439
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#mean,adm,1,0.0,0.006804817419653695,0.004645434846005323,0.004645434846005323,0.0,1005.0,0.0,0.0,0.006804817419653695
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,0.75,hdbscan#min,adm,1,0.0,0.006799831687334471,0.004468200938827457,0.004468200938827457,0.0,1005.0,0.0,0.0,0.006799831687334471
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.75,km#max,adm,1,0.0,0.0036007948883867813,0.0025196427595148303,0.0025196427595148303,0.0,1005.0,0.0,0.0,0.0036007948883867813
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.75,km#mean,adm,1,0.0,0.005041247210995485,0.003794712807064837,0.003794712807064837,0.0,1005.0,0.0,0.0,0.005041247210995485
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,0.75,km#min,adm,1,0.0,0.005060836542235512,0.0036521086137682015,0.0036521086137682015,0.0,1005.0,0.0,0.0,0.005060836542235512
"0.50,0.50",anony,2,,te,ms#0.75,-1,n,0.5,ms,vac,5,email,"te#2,5,1",0.5,0.75,vac,adm,1,0.0,0.0029284989409738785,0.0025831033765047885,0.0025831033765047885,0.0,1005.0,0.0,0.0,0.0029284989409738785
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#max,adm,1,0.0,0.00643870201232642,0.004866703366670054,0.004866703366670054,0.0,1005.0,0.0,0.0,0.00643870201232642
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#mean,adm,1,0.0,0.007119519672426781,0.004651570893735943,0.004651570893735943,0.0,1005.0,0.0,0.0,0.007119519672426781
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,hdbscan,5,email,"te#2,5,1",0.5,1.0,hdbscan#min,adm,1,0.0,0.006543826708674115,0.00428654429762578,0.00428654429762578,0.0,1005.0,0.0,0.0,0.006543826708674115
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,1.0,km#max,adm,1,0.0,0.0036399028312594822,0.002529802583107489,0.002529802583107489,0.0,1005.0,0.0,0.0,0.0036399028312594822
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,1.0,km#mean,adm,1,0.0,0.0054121715516235475,0.0038476164819964205,0.0038476164819964205,0.0,1005.0,0.0,0.0,0.0054121715516235475
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,km,5,email,"te#2,5,1",0.5,1.0,km#min,adm,1,0.0,0.0051838179394427955,0.003719364622931647,0.003719364622931647,0.0,1005.0,0.0,0.0,0.0051838179394427955
"0.50,0.50",anony,2,,te,ms#1.00,-1,n,0.5,ms,vac,5,email,"te#2,5,1",0.5,1.0,vac,adm,1,0.0,0.0029284989409738785,0.0025831033765047885,0.0025831033765047885,0.0,1005.0,0.0,0.0,0.0029284989409738785
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,hdbscan,5,email,"te#2,5,1",0.5,,hdbscan#max,adm,1,0.0,0.117458584829937,0.022558205064585186,0.022558205064585186,0.0,1005.0,0.0,52.0,0.117458584829937
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,hdbscan,5,email,"te#2,5,1",0.5,,hdbscan#mean,adm,1,0.0,0.0900639305250581,0.006409487898775496,0.006409487898775496,0.0,1005.0,0.0,96.0,0.0900639305250581
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,hdbscan,5,email,"te#2,5,1",0.5,,hdbscan#min,adm,1,0.0,0.0900639305250581,0.006409487898775496,0.006409487898775496,0.0,1005.0,0.0,96.0,0.0900639305250581
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,km,5,email,"te#2,5,1",0.5,,km#max,adm,1,0.0,0.07478775277839657,0.0031796069000841394,0.0031796069000841394,72.0,1005.0,0.0,96.0,0.0031459617336204553
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,km,5,email,"te#2,5,1",0.5,,km#mean,adm,1,0.0,0.3020472265537982,0.0006759045383558687,0.0006759045383558687,303.0,1005.0,0.0,56.0,0.0005546892403653371
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,km,5,email,"te#2,5,1",0.5,,km#min,adm,1,0.0,0.30005692928392863,0.0006799355445358103,0.0006799355445358103,301.0,1005.0,0.0,60.0,0.0005544417217395605
"0.50,0.50",anony,2,,te,sr,-1,n,0.5,sr,vac,5,email,"te#2,5,1",0.5,,vac,adm,1,0.0,0.003779963013645347,0.0025278885598995554,0.0025278885598995554,1.0,1005.0,0.0,0.0,0.002784938138023457
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#max,adm,5,1.0,0.19045218116949014,0.19765142271684258,0.19765142271684258,0.0,1005.0,0.0,0.6666666666666666,0.19045218116949014
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#mean,adm,5,1.0,0.7629678779756747,0.17091564720868524,0.17091564720868524,717.0,1005.0,0.0,0.3333333333333333,0.049535042154779295
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#min,adm,5,1.0,0.7639362887057249,0.17440548698035374,0.17440548698035374,717.0,1005.0,0.0,0.3333333333333333,0.05050345288482958
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#max,adm,5,1.0,0.4339549351088669,0.12985157472426187,0.12985157472426187,351.0,1005.0,0.0,0.6666666666666666,0.08470120376558332
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#mean,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#min,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0,-1,n,0.5,kp,vac,50,email,"zipf#5,50,5,2",0.5,0.0,vac,adm,5,1.0,0.7489759918719598,0.15614566058595908,0.15614566058595908,705.0,1005.0,0.0,0.0,0.04748345455852696
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#max,adm,5,1.0,0.1864271393565223,0.19379806268847524,0.19379806268847524,0.0,1005.0,0.0,1.0,0.1864271393565223
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#mean,adm,5,1.0,0.7647567068707635,0.1771983891030097,0.1771983891030097,717.0,1005.0,0.0,0.3333333333333333,0.051323871049867915
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#min,adm,5,1.0,0.7642186720979325,0.17516812130531959,0.17516812130531959,717.0,1005.0,0.0,0.3333333333333333,0.050785836277036984
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.25,km#max,adm,5,1.0,0.3343209090769794,0.14895503406784916,0.14895503406784916,219.33333333333334,1005.0,0.0,0.6666666666666666,0.11607878635724482
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.25,km#mean,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.25,km#min,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.25,-1,n,0.5,kp,vac,50,email,"zipf#5,50,5,2",0.5,0.25,vac,adm,5,1.0,0.4867433031478477,0.21565600335661664,0.21565600335661664,352.3333333333333,1005.0,0.0,0.3333333333333333,0.13616287197040153
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.5,hdbscan#max,adm,5,1.0,0.18819696825043228,0.19510605225614683,0.19510605225614683,0.0,1005.0,0.0,0.6666666666666666,0.18819696825043228
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.5,hdbscan#mean,adm,5,1.0,0.18236473401766343,0.17947544757532105,0.17947544757532105,2.0,1005.0,0.0,0.6666666666666666,0.18037468426641964
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.5,hdbscan#min,adm,5,1.0,0.17845635598364495,0.17520954530032637,0.17520954530032637,2.0,1005.0,0.0,0.3333333333333333,0.1764663062324012
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.5,km#max,adm,5,1.0,0.17774174613782548,0.16238264755845164,0.16238264755845164,14.333333333333334,1005.0,0.0,0.3333333333333333,0.16347972292057839
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.5,km#mean,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.5,km#min,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.50,-1,n,0.5,kp,vac,50,email,"zipf#5,50,5,2",0.5,0.5,vac,adm,5,1.0,0.21735882303714785,0.20310228949654874,0.20310228949654874,13.333333333333334,1005.0,0.0,1.6666666666666667,0.20409182469552267
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.75,hdbscan#max,adm,5,1.0,0.18938215815025794,0.19633372961785986,0.19633372961785986,0.0,1005.0,0.0,0.6666666666666666,0.18938215815025794
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.75,hdbscan#mean,adm,5,1.0,0.18191327183084816,0.179834955051956,0.179834955051956,0.0,1005.0,0.0,0.0,0.18191327183084816
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.75,hdbscan#min,adm,5,1.0,0.18267668999235057,0.18058980954957207,0.18058980954957207,0.0,1005.0,0.0,0.0,0.18267668999235057
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.75,km#max,adm,5,1.0,0.17150142441075836,0.16873818074214697,0.16873818074214697,1.0,1005.0,0.0,0.3333333333333333,0.17050639953513647
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.75,km#mean,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,0.75,km#min,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#0.75,-1,n,0.5,kp,vac,50,email,"zipf#5,50,5,2",0.5,0.75,vac,adm,5,1.0,0.2060130289089969,0.20276820374187654,0.20276820374187654,0.6666666666666666,1005.0,0.0,2.0,0.20534967899191567
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,1.0,hdbscan#max,adm,5,1.0,0.1870596908845962,0.19389761420983928,0.19389761420983928,0.0,1005.0,0.0,1.0,0.1870596908845962
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,1.0,hdbscan#mean,adm,5,1.0,0.18047073327982224,0.17864787274782676,0.17864787274782676,0.0,1005.0,0.0,0.3333333333333333,0.18047073327982224
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,hdbscan,50,email,"zipf#5,50,5,2",0.5,1.0,hdbscan#min,adm,5,1.0,0.18732481869260664,0.18537285441613446,0.18537285441613446,0.0,1005.0,0.0,0.3333333333333333,0.18732481869260664
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,1.0,km#max,adm,5,1.0,0.18577569390668072,0.17988482597501385,0.17988482597501385,0.0,1005.0,0.0,0.3333333333333333,0.18577569390668072
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,1.0,km#mean,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,km,50,email,"zipf#5,50,5,2",0.5,1.0,km#min,adm,5,1.0,1.0,1.0,1.0,1005.0,1005.0,0.0,0.0,1.0
"0.50,0.50",anony,5,2.0,zipf,kp#1.00,-1,n,0.5,kp,vac,50,email,"zipf#5,50,5,2",0.5,1.0,vac,adm,5,1.0,0.2071921840689941,0.2035592376315973,0.2035592376315973,0.0,1005.0,0.0,1.3333333333333333,0.2071921840689941
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#max,adm,5,1.0,0.1866828850299556,0.1889967890111619,0.1889967890111619,0.0,1005.0,0.0,0.0,0.1866828850299556
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#mean,adm,5,1.0,0.7112081384124155,0.13427299979840088,0.13427299979840088,661.0,1005.0,0.0,0.0,0.05349669562634587
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.0,hdbscan#min,adm,5,1.0,0.705253948216746,0.11303525727290835,0.11303525727290835,661.0,1005.0,0.0,0.0,0.047542505430676514
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#max,adm,5,1.0,0.3680197684875787,0.12403048499417972,0.12403048499417972,277.0,1005.0,0.0,0.0,0.09239787794031495
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#mean,adm,5,1.0,0.9610154039091442,0.004223578437879274,0.004223578437879274,965.6666666666666,1005.0,0.0,0.0,0.00015304901693852463
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,km,50,email,"zipf#5,50,5,2",0.5,0.0,km#min,adm,5,1.0,0.9596829286403802,0.0034646213377556665,0.0034646213377556665,964.3333333333334,1005.0,0.0,0.0,0.00014727358233707088
"0.50,0.50",anony,5,2.0,zipf,ms#0,-1,n,0.5,ms,vac,50,email,"zipf#5,50,5,2",0.5,0.0,vac,adm,5,1.0,0.11508295999273947,0.048170975014117795,0.048170975014117795,15.0,1005.0,0.0,0.0,0.1001575868584111
"0.50,0.50",anony,5,2.0,zipf,ms#0.25,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#max,adm,5,1.0,0.18823487395997976,0.1922335735791875,0.1922335735791875,0.0,1005.0,0.0,0.0,0.18823487395997976
"0.50,0.50",anony,5,2.0,zipf,ms#0.25,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#mean,adm,5,1.0,0.534220051130276,0.14684348447524417,0.14684348447524417,440.3333333333333,1005.0,0.0,0.0,0.09607743089810365
"0.50,0.50",anony,5,2.0,zipf,ms#0.25,-1,n,0.5,ms,hdbscan,50,email,"zipf#5,50,5,2",0.5,0.25,hdbscan#min,adm,5,1.0,0.536940811224616,0.15821841313527352,0.15821841313527352,440.3333333333333,1005.0,0.0,0.0,0.09879819099244362
